RECHTSTRAEGER;QUARTAL;BEKANNTGABE;MEDIUM_MEDIENINHABER;EURO
User 545;19974;4;Movie 98;5
User 823;19974;4;Movie 642;4
User 489;19982;4;Movie 902;4
User 181;19974;4;Movie 847;1
User 894;19974;4;Movie 302;4
User 379;19974;4;Movie 96;5
User 825;19974;4;Movie 515;4
User 846;19981;4;Movie 673;4
User 545;19981;4;Movie 423;4
User 495;19981;4;Movie 665;1
User 43;19981;4;Movie 542;3
User 572;19974;4;Movie 319;4
User 760;19974;4;Movie 1037;5
User 880;19974;4;Movie 1001;2
User 627;19974;4;Movie 100;5
User 751;19981;4;Movie 226;3
User 417;19974;4;Movie 172;3
User 505;19981;4;Movie 127;1
User 780;19981;4;Movie 511;5
User 271;19981;4;Movie 2;1
User 293;19981;4;Movie 175;2
User 629;19974;4;Movie 475;4
User 543;19974;4;Movie 792;4
User 494;19974;4;Movie 121;4
User 13;19974;4;Movie 506;5
User 488;19981;4;Movie 289;1
User 843;19974;4;Movie 672;3
User 886;19974;4;Movie 118;1
User 757;19981;4;Movie 432;3
User 209;19974;4;Movie 1086;4
User 586;19981;4;Movie 83;2
User 509;19974;4;Movie 268;2
User 815;19974;4;Movie 1078;2
User 803;19974;4;Movie 688;1
User 774;19981;4;Movie 774;1
User 369;19981;4;Movie 179;4
User 655;19981;4;Movie 1256;3
User 889;19974;4;Movie 381;4
User 308;19981;4;Movie 185;4
User 212;19974;4;Movie 87;5
User 634;19974;4;Movie 544;3
User 788;19974;4;Movie 809;3
User 545;19981;4;Movie 78;2
User 553;19974;4;Movie 559;3
User 577;19974;4;Movie 1517;3
User 168;19981;4;Movie 458;1
User 896;19981;4;Movie 525;5
User 7;19981;4;Movie 651;5
User 829;19974;4;Movie 855;4
User 23;19973;4;Movie 367;4
User 889;19974;4;Movie 1267;3
User 648;19981;4;Movie 183;5
User 840;19981;4;Movie 495;3
User 399;19974;4;Movie 388;2
User 493;19981;4;Movie 369;2
User 871;19981;4;Movie 241;3
User 682;19981;4;Movie 881;3
User 388;19981;4;Movie 302;5
User 379;19974;4;Movie 331;4
User 660;19981;4;Movie 254;1
User 417;19974;4;Movie 596;3
User 840;19981;4;Movie 285;4
User 896;19981;4;Movie 212;2
User 305;19981;4;Movie 729;3
User 765;19974;4;Movie 522;5
User 746;19981;4;Movie 1;4
User 592;19974;4;Movie 358;1
User 314;19974;4;Movie 283;4
User 65;19974;4;Movie 25;4
User 682;19981;4;Movie 98;4
User 503;19974;4;Movie 277;4
User 892;19981;4;Movie 1219;2
User 716;19974;4;Movie 601;4
User 707;19974;4;Movie 311;4
User 484;19974;4;Movie 274;4
User 385;19974;4;Movie 855;5
User 774;19981;4;Movie 692;1
User 272;19974;4;Movie 234;4
User 585;19981;4;Movie 165;4
User 666;19974;4;Movie 163;3
User 487;19974;4;Movie 222;4
User 892;19981;4;Movie 661;5
User 867;19974;4;Movie 498;4
User 617;19981;4;Movie 859;3
User 723;19974;4;Movie 169;4
User 750;19974;4;Movie 288;4
User 827;19974;4;Movie 690;3
User 429;19974;4;Movie 433;3
User 599;19974;4;Movie 288;4
User 573;19981;4;Movie 180;4
User 665;19981;4;Movie 257;3
User 598;19981;4;Movie 347;3
User 676;19982;4;Movie 890;1
User 416;19981;4;Movie 38;3
User 574;19981;4;Movie 340;1
User 749;19974;4;Movie 746;5
User 716;19974;4;Movie 393;3
User 561;19981;4;Movie 87;3
User 749;19974;4;Movie 322;4
User 405;19981;4;Movie 229;1
User 647;19974;4;Movie 121;4
User 654;19981;4;Movie 215;4
User 410;19981;4;Movie 323;3
User 805;19974;4;Movie 5;4
User 491;19981;4;Movie 284;3
User 371;19974;4;Movie 449;3
User 779;19974;4;Movie 21;5
User 627;19974;4;Movie 471;3
User 283;19974;4;Movie 91;5
User 343;19974;4;Movie 410;3
User 201;19981;4;Movie 468;4
User 773;19981;4;Movie 1240;3
User 713;19981;4;Movie 342;3
User 236;19981;4;Movie 179;1
User 749;19974;4;Movie 237;3
User 545;19974;4;Movie 117;4
User 21;19973;4;Movie 769;1
User 42;19974;4;Movie 941;4
User 13;19981;4;Movie 69;4
User 848;19981;4;Movie 95;5
User 718;19974;4;Movie 1047;3
User 892;19981;4;Movie 432;4
User 870;19974;4;Movie 704;3
User 629;19974;4;Movie 193;5
User 116;19974;4;Movie 603;3
User 746;19981;4;Movie 222;3
User 864;19981;4;Movie 245;4
User 896;19981;4;Movie 136;5
User 875;19974;4;Movie 923;5
User 709;19974;4;Movie 508;4
User 698;19981;4;Movie 172;5
User 813;19981;4;Movie 988;3
User 878;19974;4;Movie 402;4
User 721;19974;4;Movie 77;5
User 493;19981;4;Movie 151;3
User 853;19974;4;Movie 301;1
User 899;19981;4;Movie 208;3
User 901;19974;4;Movie 509;4
User 741;19982;4;Movie 478;5
User 727;19981;4;Movie 79;4
User 782;19982;4;Movie 681;3
User 826;19981;4;Movie 11;4
User 142;19981;4;Movie 147;1
User 221;19973;4;Movie 1098;4
User 833;19973;4;Movie 385;3
User 896;19981;4;Movie 752;1
User 311;19981;4;Movie 1297;4
User 505;19981;4;Movie 742;4
User 291;19973;4;Movie 173;5
User 450;19974;4;Movie 511;5
User 592;19974;4;Movie 333;5
User 316;19974;4;Movie 174;1
User 548;19981;4;Movie 79;5
User 385;19974;4;Movie 59;2
User 666;19974;4;Movie 607;4
User 747;19981;4;Movie 1159;2
User 779;19974;4;Movie 195;5
User 840;19981;4;Movie 79;4
User 622;19974;4;Movie 1408;1
User 715;19974;4;Movie 1215;1
User 365;19981;4;Movie 316;4
User 798;19974;4;Movie 805;4
User 749;19974;4;Movie 510;4
User 657;19981;4;Movie 282;3
User 825;19974;4;Movie 281;3
User 398;19974;4;Movie 178;5
User 503;19974;4;Movie 1475;5
User 764;19974;4;Movie 743;1
User 648;19981;4;Movie 431;5
User 878;19974;4;Movie 71;4
User 705;19974;4;Movie 826;4
User 457;19974;4;Movie 226;3
User 141;19981;4;Movie 407;2
User 846;19981;4;Movie 1239;2
User 774;19981;4;Movie 528;4
User 702;19981;4;Movie 227;4
User 671;19981;4;Movie 226;3
User 380;19981;4;Movie 215;3
User 642;19981;4;Movie 141;4
User 602;19981;4;Movie 1;4
User 798;19973;4;Movie 280;2
User 690;19974;4;Movie 581;2
User 409;19974;4;Movie 435;3
User 766;19981;4;Movie 568;2
User 833;19973;4;Movie 558;4
User 763;19974;4;Movie 144;3
User 286;19974;4;Movie 988;3
User 551;19982;4;Movie 597;4
User 677;19981;4;Movie 14;1
User 875;19974;4;Movie 514;5
User 125;19974;4;Movie 709;3
User 640;19981;4;Movie 346;4
User 13;19982;4;Movie 902;3
User 495;19981;4;Movie 1245;5
User 661;19974;4;Movie 8;5
User 457;19974;4;Movie 378;4
User 848;19981;4;Movie 165;5
User 627;19974;4;Movie 230;4
User 824;19974;4;Movie 292;3
User 833;19973;4;Movie 185;5
User 655;19981;4;Movie 238;3
User 727;19981;4;Movie 127;4
User 428;19981;4;Movie 294;4
User 561;19981;4;Movie 511;4
User 882;19974;4;Movie 559;3
User 719;19981;4;Movie 293;3
User 339;19981;4;Movie 655;4
User 368;19981;4;Movie 127;4
User 579;19974;4;Movie 1110;1
User 288;19981;4;Movie 197;5
User 881;19974;4;Movie 630;4
User 584;19981;4;Movie 431;3
User 777;19974;4;Movie 1079;2
User 886;19974;4;Movie 173;5
User 831;19981;4;Movie 174;5
User 634;19974;4;Movie 288;3
User 844;19974;4;Movie 216;5
User 682;19981;4;Movie 151;5
User 840;19981;4;Movie 531;5
User 18;19974;4;Movie 72;3
User 748;19974;4;Movie 153;4
User 771;19974;4;Movie 1;5
User 782;19982;4;Movie 1251;3
User 22;19974;4;Movie 62;4
User 363;19982;4;Movie 735;3
User 650;19981;4;Movie 214;3
User 90;19982;4;Movie 1136;3
User 889;19974;4;Movie 402;3
User 699;19982;4;Movie 340;4
User 731;19981;4;Movie 705;5
User 506;19973;4;Movie 855;4
User 840;19981;4;Movie 507;4
User 880;19974;4;Movie 802;3
User 533;19974;4;Movie 934;3
User 519;19974;4;Movie 350;5
User 276;19973;4;Movie 501;4
User 699;19974;4;Movie 191;3
User 705;19974;4;Movie 99;3
User 648;19974;4;Movie 1028;2
User 717;19981;4;Movie 280;4
User 711;19974;4;Movie 496;5
User 429;19974;4;Movie 473;3
User 504;19981;4;Movie 517;4
User 618;19981;4;Movie 962;1
User 655;19981;4;Movie 899;2
User 867;19974;4;Movie 295;4
User 753;19982;4;Movie 180;2
User 64;19981;4;Movie 132;4
User 804;19974;4;Movie 511;4
User 715;19974;4;Movie 697;2
User 882;19974;4;Movie 15;5
User 629;19974;4;Movie 132;5
User 727;19981;4;Movie 5;3
User 263;19981;4;Movie 260;2
User 894;19974;4;Movie 845;3
User 823;19974;4;Movie 692;4
User 831;19981;4;Movie 258;2
User 846;19981;4;Movie 578;3
User 287;19973;4;Movie 235;4
User 826;19981;4;Movie 802;4
User 897;19974;4;Movie 214;5
User 493;19981;4;Movie 24;4
User 730;19974;4;Movie 410;1
User 787;19981;4;Movie 750;5
User 44;19974;4;Movie 194;5
User 805;19974;4;Movie 725;3
User 712;19973;4;Movie 729;5
User 405;19981;4;Movie 168;1
User 385;19974;4;Movie 427;4
User 406;19974;4;Movie 672;2
User 506;19973;4;Movie 518;4
User 279;19973;4;Movie 100;4
User 852;19981;4;Movie 515;5
User 577;19974;4;Movie 627;5
User 664;19974;4;Movie 56;4
User 453;19974;4;Movie 4;4
User 843;19974;4;Movie 450;2
User 75;19981;4;Movie 508;4
User 188;19973;4;Movie 194;3
User 429;19974;4;Movie 72;2
User 248;19981;4;Movie 121;2
User 830;19982;4;Movie 313;5
User 62;19974;4;Movie 704;2
User 592;19981;4;Movie 346;4
User 821;19973;4;Movie 106;2
User 891;19982;4;Movie 50;4
User 619;19981;4;Movie 566;4
User 298;19981;4;Movie 199;4
User 788;19974;4;Movie 1277;3
User 391;19974;4;Movie 215;4
User 878;19974;4;Movie 530;5
User 416;19982;4;Movie 614;5
User 664;19974;4;Movie 702;4
User 881;19974;4;Movie 151;2
User 595;19981;4;Movie 222;3
User 881;19974;4;Movie 118;4
User 764;19974;4;Movie 13;2
User 625;19982;4;Movie 1020;3
User 896;19981;4;Movie 686;3
User 145;19973;4;Movie 106;4
User 623;19981;4;Movie 216;4
User 568;19974;4;Movie 479;5
User 899;19981;4;Movie 694;5
User 262;19974;4;Movie 650;4
User 189;19982;4;Movie 433;5
User 738;19973;4;Movie 161;4
User 746;19981;4;Movie 202;5
User 470;19974;4;Movie 1084;3
User 717;19981;4;Movie 307;5
User 903;19981;4;Movie 1132;3
User 533;19974;4;Movie 182;3
User 604;19981;4;Movie 218;3
User 637;19974;4;Movie 1244;1
User 13;19974;4;Movie 690;3
User 848;19981;4;Movie 640;1
User 721;19974;4;Movie 181;5
User 580;19981;4;Movie 348;3
User 670;19974;4;Movie 611;5
User 782;19982;4;Movie 298;4
User 826;19981;4;Movie 228;3
User 758;19974;4;Movie 20;4
User 595;19981;4;Movie 864;4
User 586;19981;4;Movie 54;3
User 493;19981;4;Movie 154;4
User 655;19981;4;Movie 251;3
User 880;19974;4;Movie 1267;4
User 145;19981;4;Movie 222;5
User 846;19981;4;Movie 232;3
User 835;19981;4;Movie 197;5
User 899;19981;4;Movie 209;5
User 804;19974;4;Movie 24;5
User 822;19981;4;Movie 926;2
User 886;19974;4;Movie 208;3
User 212;19974;4;Movie 317;5
User 894;19981;4;Movie 752;3
User 394;19974;4;Movie 771;4
User 277;19974;4;Movie 221;4
User 784;19982;4;Movie 898;4
User 543;19973;4;Movie 423;3
User 621;19973;4;Movie 367;3
User 854;19974;4;Movie 147;3
User 889;19974;4;Movie 81;4
User 808;19981;4;Movie 245;4
User 699;19974;4;Movie 127;3
User 174;19981;4;Movie 1091;3
User 552;19974;4;Movie 280;3
User 565;19981;4;Movie 515;5
User 868;19974;4;Movie 101;4
User 693;19973;4;Movie 79;4
User 806;19974;4;Movie 133;5
User 880;19974;4;Movie 118;3
User 597;19973;4;Movie 118;3
User 606;19974;4;Movie 678;3
User 606;19974;4;Movie 206;4
User 774;19981;4;Movie 826;2
User 230;19974;4;Movie 161;5
User 588;19981;4;Movie 117;4
User 697;19974;4;Movie 833;3
User 776;19982;4;Movie 635;4
User 389;19974;4;Movie 77;2
User 851;19974;4;Movie 132;4
User 896;19981;4;Movie 849;2
User 894;19974;4;Movie 255;3
User 539;19974;4;Movie 275;4
User 805;19974;4;Movie 99;2
User 13;19974;4;Movie 558;1
User 896;19981;4;Movie 744;3
User 110;19981;4;Movie 54;4
User 498;19974;4;Movie 10;5
User 880;19974;4;Movie 1518;2
User 648;19981;4;Movie 1029;2
User 177;19974;4;Movie 1110;3
User 796;19982;4;Movie 222;5
User 804;19974;4;Movie 181;5
User 761;19974;4;Movie 471;3
User 442;19974;4;Movie 410;4
User 805;19974;4;Movie 259;1
User 561;19981;4;Movie 238;4
User 472;19974;4;Movie 1014;4
User 880;19974;4;Movie 4;4
User 886;19974;4;Movie 357;4
User 492;19974;4;Movie 527;5
User 452;19973;4;Movie 815;2
User 882;19974;4;Movie 1015;3
User 402;19974;4;Movie 510;5
User 507;19981;4;Movie 50;5
User 821;19973;4;Movie 763;3
User 379;19981;4;Movie 381;5
User 904;19974;4;Movie 9;4
User 886;19974;4;Movie 3;3
User 303;19974;4;Movie 1182;2
User 397;19981;4;Movie 268;4
User 533;19974;4;Movie 143;4
User 18;19974;4;Movie 59;4
User 833;19973;4;Movie 665;3
User 264;19981;4;Movie 675;4
User 819;19974;4;Movie 303;4
User 795;19981;4;Movie 217;1
User 889;19974;4;Movie 1074;3
User 545;19974;4;Movie 566;4
User 235;19981;4;Movie 82;2
User 456;19974;4;Movie 1198;4
User 378;19974;4;Movie 239;3
User 887;19974;4;Movie 111;5
User 889;19974;4;Movie 576;3
User 520;19981;4;Movie 310;4
User 537;19981;4;Movie 539;1
User 758;19974;4;Movie 109;3
User 587;19982;4;Movie 877;2
User 786;19974;4;Movie 732;4
User 291;19973;4;Movie 249;4
User 546;19981;4;Movie 313;2
User 617;19981;4;Movie 345;1
User 619;19981;4;Movie 808;3
User 401;19981;4;Movie 471;4
User 533;19974;4;Movie 126;4
User 357;19974;4;Movie 456;3
User 815;19974;4;Movie 501;3
User 587;19982;4;Movie 330;3
User 760;19974;4;Movie 172;3
User 823;19974;4;Movie 1135;3
User 883;19982;4;Movie 30;4
User 334;19982;4;Movie 753;4
User 886;19974;4;Movie 7;5
User 514;19973;4;Movie 216;5
User 177;19974;4;Movie 678;3
User 707;19981;4;Movie 194;4
User 774;19981;4;Movie 926;1
User 454;19981;4;Movie 317;4
User 732;19974;4;Movie 305;2
User 837;19974;4;Movie 20;4
User 43;19974;4;Movie 546;4
User 706;19974;4;Movie 471;4
User 758;19974;4;Movie 186;5
User 390;19974;4;Movie 258;5
User 883;19982;4;Movie 194;3
User 112;19981;4;Movie 310;4
User 659;19982;4;Movie 792;4
User 667;19981;4;Movie 216;4
User 500;19981;4;Movie 407;3
User 622;19974;4;Movie 111;4
User 868;19974;4;Movie 403;2
User 907;19974;4;Movie 1057;3
User 846;19981;4;Movie 229;3
User 766;19981;4;Movie 729;3
User 463;19981;4;Movie 1606;2
User 864;19974;4;Movie 124;5
User 487;19974;4;Movie 546;3
User 655;19982;4;Movie 1268;3
User 796;19982;4;Movie 403;4
User 303;19974;4;Movie 866;2
User 731;19981;4;Movie 1503;5
User 577;19974;4;Movie 735;5
User 543;19974;4;Movie 13;3
User 711;19974;4;Movie 829;2
User 568;19974;4;Movie 641;5
User 704;19982;4;Movie 603;5
User 839;19974;4;Movie 950;4
User 840;19981;4;Movie 638;3
User 871;19981;4;Movie 337;3
User 880;19974;4;Movie 578;3
User 870;19973;4;Movie 238;4
User 666;19974;4;Movie 26;3
User 682;19981;4;Movie 393;4
User 653;19974;4;Movie 638;1
User 791;19974;4;Movie 322;4
User 905;19981;4;Movie 333;3
User 774;19981;4;Movie 200;2
User 868;19974;4;Movie 1028;3
User 780;19981;4;Movie 496;4
User 553;19974;4;Movie 611;5
User 764;19974;4;Movie 289;5
User 456;19974;4;Movie 461;4
User 588;19981;4;Movie 1240;5
User 433;19974;4;Movie 276;5
User 697;19974;4;Movie 50;5
User 380;19981;4;Movie 238;3
User 339;19981;4;Movie 222;4
User 487;19974;4;Movie 259;2
User 846;19981;4;Movie 1540;3
User 795;19974;4;Movie 3;2
User 6;19974;4;Movie 170;4
User 6;19974;4;Movie 223;4
User 874;19981;4;Movie 321;3
User 63;19974;4;Movie 259;3
User 907;19974;4;Movie 763;5
User 757;19981;4;Movie 155;2
User 757;19981;4;Movie 101;4
User 833;19973;4;Movie 1071;3
User 904;19974;4;Movie 289;5
User 524;19981;4;Movie 1041;2
User 499;19981;4;Movie 663;5
User 826;19981;4;Movie 101;5
User 454;19981;4;Movie 66;4
User 711;19974;4;Movie 52;5
User 812;19974;4;Movie 748;5
User 406;19974;4;Movie 132;5
User 567;19974;4;Movie 297;3
User 655;19981;4;Movie 1267;2
User 763;19974;4;Movie 73;3
User 435;19981;4;Movie 820;1
User 345;19981;4;Movie 781;3
User 474;19981;4;Movie 434;4
User 798;19973;4;Movie 1283;4
User 896;19981;4;Movie 458;1
User 749;19974;4;Movie 24;2
User 659;19982;4;Movie 490;4
User 570;19974;4;Movie 289;1
User 276;19973;4;Movie 575;2
User 530;19981;4;Movie 196;5
User 862;19974;4;Movie 276;5
User 896;19981;4;Movie 48;4
User 233;19974;4;Movie 435;5
User 197;19982;4;Movie 947;2
User 757;19981;4;Movie 658;2
User 543;19973;4;Movie 174;4
User 801;19981;4;Movie 326;4
User 561;19981;4;Movie 1478;3
User 887;19974;4;Movie 279;5
User 659;19982;4;Movie 88;2
User 897;19974;4;Movie 478;3
User 715;19974;4;Movie 405;3
User 234;19982;4;Movie 204;2
User 727;19981;4;Movie 196;4
User 650;19981;4;Movie 662;3
User 854;19974;4;Movie 535;3
User 881;19974;4;Movie 88;3
User 826;19981;4;Movie 432;3
User 567;19974;4;Movie 109;2
User 792;19974;4;Movie 129;4
User 387;19981;4;Movie 181;4
User 505;19981;4;Movie 1063;3
User 553;19974;4;Movie 275;5
User 854;19974;4;Movie 333;3
User 774;19981;4;Movie 227;5
User 479;19974;4;Movie 66;3
User 317;19982;4;Movie 678;2
User 887;19974;4;Movie 200;1
User 303;19974;4;Movie 21;2
User 234;19981;4;Movie 243;1
User 226;19981;4;Movie 513;3
User 864;19981;4;Movie 1135;3
User 642;19981;4;Movie 560;4
User 850;19974;4;Movie 172;5
User 726;19981;4;Movie 1059;5
User 689;19974;4;Movie 295;1
User 682;19981;4;Movie 135;4
User 846;19981;4;Movie 723;2
User 826;19981;4;Movie 53;5
User 798;19974;4;Movie 862;3
User 830;19982;4;Movie 181;5
User 758;19974;4;Movie 1007;5
User 592;19974;4;Movie 172;5
User 881;19974;4;Movie 642;4
User 761;19974;4;Movie 476;2
User 894;19974;4;Movie 1016;3
User 846;19981;4;Movie 748;3
User 833;19973;4;Movie 403;1
User 751;19981;4;Movie 1101;1
User 322;19981;4;Movie 505;4
User 868;19974;4;Movie 651;5
User 263;19981;4;Movie 199;5
User 537;19981;4;Movie 149;3
User 280;19982;4;Movie 550;2
User 795;19974;4;Movie 153;3
User 387;19981;4;Movie 477;1
User 437;19974;4;Movie 145;1
User 491;19981;4;Movie 319;1
User 611;19982;4;Movie 301;4
User 468;19973;4;Movie 297;4
User 729;19982;4;Movie 288;2
User 871;19981;4;Movie 781;4
User 409;19974;4;Movie 505;5
User 501;19974;4;Movie 411;4
User 188;19973;4;Movie 174;5
User 815;19974;4;Movie 713;4
User 378;19974;4;Movie 89;4
User 627;19974;4;Movie 68;4
User 244;19974;4;Movie 234;3
User 870;19974;4;Movie 52;2
User 406;19974;4;Movie 606;3
User 659;19982;4;Movie 97;5
User 608;19974;4;Movie 603;5
User 666;19974;4;Movie 480;4
User 798;19973;4;Movie 79;4
User 774;19981;4;Movie 161;2
User 459;19974;4;Movie 873;4
User 201;19981;4;Movie 1056;2
User 580;19981;4;Movie 1;3
User 892;19981;4;Movie 73;3
User 553;19974;4;Movie 480;5
User 864;19981;4;Movie 349;4
User 794;19981;4;Movie 1;4
User 468;19973;4;Movie 153;5
User 840;19981;4;Movie 513;5
User 551;19982;4;Movie 570;4
User 715;19974;4;Movie 79;5
User 896;19981;4;Movie 684;4
User 881;19974;4;Movie 282;4
User 506;19973;4;Movie 186;4
User 535;19974;4;Movie 223;5
User 907;19974;4;Movie 619;2
User 630;19981;4;Movie 237;5
User 758;19974;4;Movie 864;4
User 543;19974;4;Movie 515;4
User 655;19981;4;Movie 644;3
User 896;19981;4;Movie 713;2
User 804;19974;4;Movie 143;3
User 795;19974;4;Movie 581;4
User 823;19974;4;Movie 286;5
User 757;19981;4;Movie 570;3
User 759;19973;4;Movie 1;5
User 293;19981;4;Movie 429;4
User 706;19974;4;Movie 742;2
User 181;19974;4;Movie 410;1
User 596;19974;4;Movie 149;3
User 639;19981;4;Movie 549;2
User 561;19981;4;Movie 780;1
User 737;19981;4;Movie 173;4
User 238;19974;4;Movie 1258;1
User 836;19981;4;Movie 659;5
User 108;19974;4;Movie 7;5
User 174;19981;4;Movie 132;2
User 890;19974;4;Movie 172;5
User 468;19973;4;Movie 318;5
User 738;19973;4;Movie 88;3
User 405;19981;4;Movie 755;2
User 255;19974;4;Movie 7;2
User 796;19982;4;Movie 474;2
User 875;19974;4;Movie 171;5
User 648;19981;4;Movie 219;4
User 792;19974;4;Movie 696;3
User 902;19974;4;Movie 258;3
User 821;19973;4;Movie 435;4
User 672;19974;4;Movie 280;2
User 643;19982;4;Movie 42;4
User 735;19974;4;Movie 286;5
User 629;19974;4;Movie 300;4
User 848;19981;4;Movie 1101;5
User 281;19974;4;Movie 271;5
User 500;19981;4;Movie 735;4
User 896;19981;4;Movie 318;4
User 661;19974;4;Movie 219;2
User 699;19974;4;Movie 98;4
User 506;19973;4;Movie 8;5
User 82;19974;4;Movie 125;3
User 855;19974;4;Movie 60;3
User 896;19981;4;Movie 384;2
User 833;19973;4;Movie 552;3
User 559;19981;4;Movie 180;4
User 312;19982;4;Movie 648;5
User 268;19973;4;Movie 186;3
User 588;19981;4;Movie 1074;5
User 344;19981;4;Movie 22;3
User 763;19974;4;Movie 56;5
User 830;19982;4;Movie 202;5
User 648;19981;4;Movie 780;1
User 851;19974;4;Movie 932;3
User 634;19974;4;Movie 322;3
User 645;19982;4;Movie 772;3
User 222;19981;4;Movie 255;3
User 567;19974;4;Movie 679;4
User 533;19974;4;Movie 132;5
User 804;19974;4;Movie 615;5
User 639;19981;4;Movie 528;4
User 738;19973;4;Movie 474;4
User 427;19974;4;Movie 286;4
User 373;19974;4;Movie 197;3
User 537;19981;4;Movie 380;2
User 796;19982;4;Movie 38;5
User 741;19982;4;Movie 403;5
User 859;19981;4;Movie 762;5
User 851;19974;4;Movie 258;4
User 533;19974;4;Movie 88;4
User 628;19974;4;Movie 338;5
User 894;19974;4;Movie 638;3
User 201;19981;4;Movie 733;3
User 417;19974;4;Movie 171;3
User 532;19981;4;Movie 79;5
User 821;19973;4;Movie 318;5
User 637;19974;4;Movie 225;3
User 897;19974;4;Movie 127;5
User 661;19981;4;Movie 538;3
User 294;19981;4;Movie 281;3
User 625;19981;4;Movie 514;3
User 293;19981;4;Movie 235;3
User 880;19982;4;Movie 243;2
User 4;19982;4;Movie 324;5
User 766;19981;4;Movie 662;3
User 595;19981;4;Movie 336;2
User 334;19982;4;Movie 275;4
